equation,feature,pre,post,delta,|delta|,animal,day
dx1/dt,x1,-1.3080485939734603,-1.4712838175858112,-0.16323522361235088,0.16323522361235088,Animal3,Day6
dx3/dt,x3,1.3300615272327134,1.4520665689237835,0.12200504169107007,0.12200504169107007,Animal3,Day6
dx3/dt,x1 x2,-0.09386425592748115,0.0,0.09386425592748115,0.09386425592748115,Animal3,Day6
dx1/dt,x1^2,-0.15089581520638792,-0.05787460270220405,0.09302121250418388,0.09302121250418388,Animal3,Day6
dx1/dt,x2^2,0.0,-0.09095993695009245,-0.09095993695009245,0.09095993695009245,Animal3,Day6
dx2/dt,x1,-2.8154096304141314,-2.729857539613759,0.0855520908003724,0.0855520908003724,Animal3,Day6
dx3/dt,x1,1.000903076494643,0.9170048760223654,-0.08389820047227758,0.08389820047227758,Animal3,Day6
dx2/dt,x2^2,-0.24726704847088773,-0.1672955893034553,0.07997145916743242,0.07997145916743242,Animal3,Day6
dx3/dt,x2^2,0.24126637218988536,0.1752852215585349,-0.06598115063135046,0.06598115063135046,Animal3,Day6
dx2/dt,x2,0.05556282682907798,0.0,-0.05556282682907798,0.05556282682907798,Animal3,Day6
dx3/dt,1,0.4523964213811101,0.5036362614368695,0.05123984005575938,0.05123984005575938,Animal3,Day6
dx1/dt,x3,-0.9284696306649249,-0.8795336927550387,0.04893593790988626,0.04893593790988626,Animal3,Day6
dx2/dt,x1 x2,-0.2491791686470521,-0.29358348134943285,-0.04440431270238074,0.04440431270238074,Animal3,Day6
dx2/dt,x1 x3,-0.20060483052496855,-0.15973189541049432,0.040872935114474235,0.040872935114474235,Animal3,Day6
dx3/dt,x2,-3.2370756712104365,-3.197318484395446,0.03975718681499041,0.03975718681499041,Animal3,Day6
dx2/dt,x1^2,0.19547055624481047,0.1571562839652144,-0.03831427227959608,0.03831427227959608,Animal3,Day6
dx1/dt,x2,3.183735031565097,3.2193337970356746,0.03559876547057739,0.03559876547057739,Animal3,Day6
dx1/dt,x1 x3,0.28806522400450774,0.2526396894364174,-0.03542553456809033,0.03542553456809033,Animal3,Day6
dx2/dt,x3,2.7838257841317313,2.7526648831366485,-0.03116090099508284,0.03116090099508284,Animal3,Day6
dx3/dt,x3^2,-0.10678024439579355,-0.13576068801362248,-0.028980443617828935,0.028980443617828935,Animal3,Day6
dx2/dt,x3^2,-0.10132930209728418,-0.12875603318549497,-0.027426731088210796,0.027426731088210796,Animal3,Day6
dx1/dt,x1 x2,0.7337073090625633,0.7603970154866809,0.02668970642411761,0.02668970642411761,Animal3,Day6
dx1/dt,1,-0.4188207249296349,-0.4409815546976005,-0.022160829767965573,0.022160829767965573,Animal3,Day6
dx3/dt,x2 x3,-0.5499747960528152,-0.5612899007345177,-0.011315104681702493,0.011315104681702493,Animal3,Day6
dx3/dt,x1^2,-0.15976279799585702,-0.1493907819256512,0.010372016070205825,0.010372016070205825,Animal3,Day6
dx2/dt,x2 x3,0.6182687539308558,0.6082847872383044,-0.009983966692551416,0.009983966692551416,Animal3,Day6
dx1/dt,x3^2,0.15809895486629166,0.15226912482207017,-0.005829830044221496,0.005829830044221496,Animal3,Day6
dx1/dt,x2 x3,-0.34270656936951266,-0.343248371583245,-0.0005418022137323453,0.0005418022137323453,Animal3,Day6
